05_V_A_Ang,05_V_A_Mag,05_V_B_Ang,05_V_B_Mag,05_V_C_Ang,05_V_C_Mag,05_V_D_Ang,05_V_D_Mag
-1.1621,1.07E+05,-1.1621,1.07E+05,-0.76938,1.19E+05,-0.76938,1.19E+05
-1.1615,1.07E+05,-1.1615,1.07E+05,-0.76884,1.19E+05,-0.76884,1.19E+05
-1.1609,1.07E+05,-1.1609,1.07E+05,-0.76824,1.19E+05,-0.76824,1.19E+05
-1.1602,1.07E+05,-1.1602,1.07E+05,-0.76754,1.19E+05,-0.76754,1.19E+05
-1.1596,1.07E+05,-1.1596,1.07E+05,-0.7669,1.19E+05,-0.7669,1.19E+05
-1.1591,1.07E+05,-1.1591,1.07E+05,-0.76636,1.19E+05,-0.76636,1.19E+05
-1.1586,1.07E+05,-1.1586,1.07E+05,-0.76584,1.19E+05,-0.76584,1.19E+05
-1.158,1.07E+05,-1.158,1.07E+05,-0.76527,1.19E+05,-0.76527,1.19E+05
-1.1574,1.07E+05,-1.1574,1.07E+05,-0.76466,1.19E+05,-0.76466,1.19E+05
-1.1567,1.07E+05,-1.1567,1.07E+05,-0.76399,1.19E+05,-0.76399,1.19E+05
-1.156,1.07E+05,-1.156,1.07E+05,-0.76331,1.19E+05,-0.76331,1.19E+05
-1.1554,1.07E+05,-1.1554,1.07E+05,0,0,-0.76274,1.19E+05
-1.1563,1.07E+05,-1.1563,1.07E+05,0,0,-0.76032,1.19E+05
-1.1652,1.06E+05,-1.1652,1.06E+05,0,0,-0.74196,1.21E+05
-1.1881,1.04E+05,-1.1881,1.04E+05,0,0,-0.69331,1.25E+05
-1.2326,1.02E+05,-1.2326,1.02E+05,0,0,-0.61395,1.31E+05
-1.2988,97894,-1.2988,97894,0,0,-0.51249,1.39E+05
-1.3733,94936,-1.3733,94936,0,0,-0.41112,1.46E+05
-1.441,92775,-1.441,92775,0,0,-0.33374,1.50E+05
-1.4861,91518,-1.4861,91518,0,0,-0.28183,1.53E+05
-1.5076,91219,-1.5076,91219,0,0,-0.25185,1.53E+05
-1.5153,91110,-1.5153,91110,0,0,-0.23758,1.53E+05
-1.5165,91048,-1.5165,91048,0,0,-0.22623,1.53E+05
-1.5181,91021,-1.5181,91021,0,0,-0.21471,1.53E+05
-1.5203,90989,-1.5203,90989,0,0,-0.20251,1.53E+05
-1.5227,90970,-1.5227,90970,0,0,-0.18968,1.53E+05
-1.5254,90972,-1.5254,90972,0,0,-0.17626,1.53E+05
-1.5282,90994,-1.5282,90994,0,0,-0.16214,1.52E+05
-1.531,91016,-1.531,91016,0,0,-0.14738,1.52E+05
-1.534,91045,-1.534,91045,0,0,-0.13193,1.52E+05
-1.537,91079,-1.537,91079,0,0,-0.11575,1.52E+05
-1.5403,91112,-1.5403,91112,0,0,-0.098822,1.52E+05
-1.5439,91152,-1.5439,91152,0,0,-0.081115,1.52E+05
-1.5476,91198,-1.5476,91198,0,0,-0.062616,1.52E+05
-1.5516,91247,-1.5516,91247,0,0,-0.043322,1.52E+05
-1.5558,91295,-1.5558,91295,0,0,-0.023239,1.52E+05
-1.5601,91344,-1.5601,91344,0,0,-0.0023935,1.52E+05
-1.5646,91390,-1.5646,91390,0,0,0.019193,1.52E+05
-1.5694,91438,-1.5694,91438,0,0,0.041499,1.52E+05
-1.5744,91497,-1.5744,91497,0,0,0.064511,1.52E+05
-1.5797,91562,-1.5797,91562,0,0,0.088222,1.52E+05
-1.5851,91628,-1.5851,91628,0,0,0.11262,1.52E+05
-1.5907,91691,-1.5907,91691,0,0,0.13771,1.53E+05
-1.5964,91746,-1.5964,91746,0,0,0.16348,1.53E+05
-1.6024,91794,-1.6024,91794,0,0,0.18992,1.53E+05
-1.6087,91847,-1.6087,91847,0,0,0.21703,1.53E+05
-1.6152,91901,-1.6152,91901,0,0,0.2448,1.53E+05
-1.6219,91956,-1.6219,91956,0,0,0.27323,1.53E+05
-1.629,92020,-1.629,92020,0,0,0.30231,1.54E+05
-1.6363,92095,-1.6363,92095,0,0,0.33205,1.54E+05
-1.6438,92186,-1.6438,92186,0,0,0.36243,1.54E+05
-1.6516,92305,-1.6516,92305,0,0,0.39345,1.54E+05
-1.6594,92436,-1.6594,92436,0,0,0.42511,1.54E+05
-1.6672,92562,-1.6672,92562,0,0,0.4574,1.55E+05
-1.6751,92667,-1.6751,92667,0,0,0.49033,1.55E+05
-1.6831,92731,-1.6831,92731,0,0,0.52387,1.55E+05
-1.6916,92770,-1.6916,92770,0,0,0.55803,1.55E+05
-1.7007,92807,-1.7007,92807,0,0,0.59281,1.55E+05
-1.7102,92856,-1.7102,92856,0,0,0.6282,1.56E+05
-1.7199,92925,-1.7199,92925,0,0,0.66419,1.56E+05
-1.7298,92993,-1.7298,92993,0,0,0.70078,1.56E+05
-1.7399,93047,-1.7399,93047,0,0,0.73797,1.56E+05
-1.7503,93091,-1.7503,93091,0,0,0.77575,1.57E+05
-1.7611,93127,-1.7611,93127,0,0,0.81412,1.57E+05
-1.7722,93169,-1.7722,93169,0,0,0.85307,1.57E+05
-1.7834,93212,-1.7834,93212,0,0,0.8926,1.57E+05
-1.7949,93242,-1.7949,93242,0,0,0.9327,1.58E+05
-1.8066,93260,-1.8066,93260,0,0,0.97337,1.58E+05
-1.8186,93269,-1.8186,93269,0,0,1.0146,1.58E+05
-1.8309,93277,-1.8309,93277,0,0,1.0564,1.58E+05
-1.8561,93308,-1.8561,93308,0,0,1.1417,1.59E+05
-1.8688,93316,-1.8688,93316,0,0,1.1852,1.59E+05
-1.8816,93306,-1.8816,93306,0,0,1.2292,1.59E+05
-1.8947,93278,-1.8947,93278,0,0,1.2737,1.60E+05
-1.9078,93238,-1.9078,93238,0,0,1.3188,1.60E+05
-1.9213,93191,-1.9213,93191,0,0,1.3644,1.60E+05
-1.935,93146,-1.935,93146,0,0,1.4106,1.61E+05
-1.949,93108,-1.949,93108,0,0,1.4572,1.61E+05
-1.9632,93084,-1.9632,93084,0,0,1.5044,1.61E+05
-1.9776,93071,-1.9776,93071,0,0,1.5521,1.61E+05
-1.9921,93069,-1.9921,93069,0,0,1.6003,1.62E+05
-2.0065,93064,-2.0065,93064,0,0,1.6491,1.62E+05
-2.021,93044,-2.021,93044,0,0,1.6983,1.62E+05
-2.0355,93011,-2.0355,93011,0,0,1.748,1.62E+05
-2.0501,92968,-2.0501,92968,0,0,1.7983,1.63E+05
-2.0649,92923,-2.0649,92923,0,0,1.849,1.63E+05
-2.0797,92879,-2.0797,92879,0,0,1.9002,1.63E+05
-2.0947,92836,-2.0947,92836,0,0,1.9519,1.64E+05
-2.1098,92782,-2.1098,92782,0,0,2.0041,1.64E+05
-2.1251,92722,-2.1251,92722,0,0,2.0567,1.64E+05
-2.1406,92663,-2.1406,92663,0,0,2.1099,1.65E+05
-2.1562,92609,-2.1562,92609,0,0,2.1635,1.65E+05
-2.1717,92570,-2.1717,92570,0,0,2.2175,1.65E+05
-2.1872,92544,-2.1872,92544,0,0,2.2721,1.65E+05
-2.2026,92526,-2.2026,92526,0,0,2.327,1.66E+05
-2.2179,92503,-2.2179,92503,0,0,2.3825,1.66E+05
-2.2334,92471,-2.2334,92471,0,0,2.4384,1.66E+05
-2.2489,92430,-2.2489,92430,0,0,2.4947,1.67E+05
-2.2646,92384,-2.2646,92384,0,0,2.5515,1.67E+05
-2.2804,92345,-2.2804,92345,0,0,2.6087,1.67E+05
-2.2961,92314,-2.2961,92314,0,0,2.6664,1.68E+05
-2.3118,92285,-2.3118,92285,0,0,2.7245,1.68E+05
-2.3274,92262,-2.3274,92262,0,0,2.783,1.68E+05
-2.3431,92236,-2.3431,92236,0,0,2.8419,1.69E+05
-2.3588,92211,-2.3588,92211,0,0,2.9013,1.69E+05
-2.3746,92195,-2.3746,92195,0,0,2.9611,1.69E+05
-2.3904,92179,-2.3904,92179,0,0,3.0213,1.69E+05
-2.4061,92163,-2.4061,92163,0,0,3.0819,1.70E+05
-2.422,92139,-2.422,92139,0,0,-3.1402,1.70E+05
-2.4378,92108,-2.4378,92108,0,0,-3.0788,1.70E+05
-2.4537,92074,-2.4537,92074,0,0,-3.0169,1.71E+05
-2.4697,92041,-2.4697,92041,0,0,-2.9547,1.71E+05
-2.4855,92020,-2.4855,92020,0,0,-2.892,1.71E+05
-2.5012,91993,-2.5012,91993,0,0,-2.829,1.72E+05
-2.517,91966,-2.517,91966,0,0,-2.7656,1.72E+05
-2.5328,91945,-2.5328,91945,0,0,-2.7018,1.72E+05
-2.5487,91922,-2.5487,91922,0,0,-2.6376,1.73E+05
-2.5648,91915,-2.5648,91915,0,0,-2.573,1.73E+05
-2.5808,91918,-2.5808,91918,0,0,-2.5081,1.73E+05
-2.5968,91923,-2.5968,91923,0,0,-2.4427,1.74E+05
-2.6127,91935,-2.6127,91935,0,0,-2.377,1.74E+05
-2.6285,91937,-2.6285,91937,0,0,-2.311,1.74E+05
-2.6445,91922,-2.6445,91922,0,0,-2.2445,1.75E+05
-2.6606,91892,-2.6606,91892,0,0,-2.1777,1.75E+05
-2.677,91857,-2.677,91857,0,0,-2.1106,1.75E+05
-2.6933,91828,-2.6933,91828,0,0,-2.043,1.76E+05
-2.7096,91816,-2.7096,91816,0,0,-1.9751,1.76E+05
-2.7255,91814,-2.7255,91814,0,0,-1.9069,1.76E+05
-2.7413,91805,-2.7413,91805,0,0,-1.8383,1.77E+05
0,0,-0.17949,1.34E+05,-0.17949,1.34E+05,-0.17949,1.34E+05
0,0,-0.17454,1.34E+05,-0.17454,1.34E+05,-0.17454,1.34E+05
0,0,-0.1694,1.34E+05,-0.1694,1.34E+05,-0.1694,1.34E+05
0,0,-0.16412,1.34E+05,-0.16412,1.34E+05,-0.16412,1.34E+05
0,0,-0.15852,1.34E+05,-0.15852,1.34E+05,-0.15852,1.34E+05
0,0,-0.15262,1.34E+05,-0.15262,1.34E+05,-0.15262,1.34E+05
0,0,-0.14659,1.34E+05,-0.14659,1.34E+05,-0.14659,1.34E+05
0,0,-0.14031,1.34E+05,-0.14031,1.34E+05,-0.14031,1.34E+05
0,0,-0.13382,1.34E+05,-0.13382,1.34E+05,-0.13382,1.34E+05
0,0,-0.12701,1.34E+05,-0.12701,1.34E+05,-0.12701,1.34E+05
0,0,-0.11977,1.34E+05,-0.11977,1.34E+05,-0.11977,1.34E+05
0,0,-0.11221,1.34E+05,-0.11221,1.34E+05,-0.11221,1.34E+05
0,0,-0.10437,1.34E+05,-0.10437,1.34E+05,-0.10437,1.34E+05
0,0,-0.096306,1.34E+05,-0.096306,1.34E+05,-0.096306,1.34E+05
0,0,-0.088102,1.34E+05,-0.088102,1.34E+05,-0.088102,1.34E+05
0,0,-0.079731,1.34E+05,-0.079731,1.34E+05,-0.079731,1.34E+05
0,0,-0.071223,1.34E+05,-0.071223,1.34E+05,-0.071223,1.34E+05
0,0,-0.062558,1.34E+05,-0.062558,1.34E+05,-0.062558,1.34E+05
0,0,-0.053643,1.34E+05,-0.053643,1.34E+05,-0.053643,1.34E+05
0,0,-0.044488,1.34E+05,-0.044488,1.34E+05,-0.044488,1.34E+05
0,0,-0.035086,1.34E+05,-0.035086,1.34E+05,-0.035086,1.34E+05
0,0,-0.025544,1.34E+05,-0.025544,1.34E+05,-0.025544,1.34E+05
0,0,-0.015891,1.34E+05,-0.015891,1.34E+05,-0.015891,1.34E+05
0,0,-0.0061465,1.34E+05,-0.0061465,1.34E+05,-0.0061465,1.34E+05
0,0,0.003739,1.34E+05,0.003739,1.34E+05,0.003739,1.34E+05
0,0,0.013869,1.34E+05,0.013869,1.34E+05,0.013869,1.34E+05
0,0,0.024193,1.34E+05,0.024193,1.34E+05,0.024193,1.34E+05
0,0,0.034756,1.34E+05,0.034756,1.34E+05,0.034756,1.34E+05
0,0,0.045471,1.35E+05,0.045471,1.35E+05,0.045471,1.35E+05
0,0,0.056247,1.35E+05,0.056247,1.35E+05,0.056247,1.35E+05
0,0,0.067085,1.35E+05,0.067085,1.35E+05,0.067085,1.35E+05
0,0,0.07801,1.35E+05,0.07801,1.35E+05,0.07801,1.35E+05
0,0,0.089061,1.35E+05,0.089061,1.35E+05,0.089061,1.35E+05
0,0,0.10033,1.35E+05,0.10033,1.35E+05,0.10033,1.35E+05
0,0,0.11187,1.35E+05,0.11187,1.35E+05,0.11187,1.35E+05
0,0,0.1236,1.35E+05,0.1236,1.35E+05,0.1236,1.35E+05
0,0,0.1354,1.35E+05,0.1354,1.35E+05,0.1354,1.35E+05
0,0,0.14719,1.35E+05,0.14719,1.35E+05,0.14719,1.35E+05
0,0,0.15893,1.35E+05,0.15893,1.35E+05,0.15893,1.35E+05
0,0,0.17072,1.35E+05,0.17072,1.35E+05,0.17072,1.35E+05
0,0,0.18275,1.35E+05,0.18275,1.35E+05,0.18275,1.35E+05
0,0,0.19502,1.35E+05,0.19502,1.35E+05,0.19502,1.35E+05
0,0,0.20749,1.35E+05,0.20749,1.35E+05,0.20749,1.35E+05
0,0,0.22005,1.35E+05,0.22005,1.35E+05,0.22005,1.35E+05
0,0,0.23255,1.35E+05,0.23255,1.35E+05,0.23255,1.35E+05
0,0,0.24509,1.35E+05,0.24509,1.35E+05,0.24509,1.35E+05
0,0,0.25777,1.35E+05,0.25777,1.35E+05,0.25777,1.35E+05
0,0,0.27059,1.35E+05,0.27059,1.35E+05,0.27059,1.35E+05
0,0,0.28354,1.35E+05,0.28354,1.35E+05,0.28354,1.35E+05
0,0,0.29661,1.35E+05,0.29661,1.35E+05,0.29661,1.35E+05
0,0,0.30978,1.35E+05,0.30978,1.35E+05,0.30978,1.35E+05
0,0,0.32307,1.35E+05,0.32307,1.35E+05,0.32307,1.35E+05
0,0,0.3365,1.35E+05,0.3365,1.35E+05,0.3365,1.35E+05
0,0,0.3501,1.35E+05,0.3501,1.35E+05,0.3501,1.35E+05
0,0,0.36368,1.35E+05,0.36368,1.35E+05,0.36368,1.35E+05
0,0,0.37735,1.35E+05,0.37735,1.35E+05,0.37735,1.35E+05
0,0,0.39116,1.35E+05,0.39116,1.35E+05,0.39116,1.35E+05
0,0,0.40492,1.35E+05,0.40492,1.35E+05,0.40492,1.35E+05
0,0,0.41882,1.35E+05,0.41882,1.35E+05,0.41882,1.35E+05
0,0,0.43273,1.35E+05,0.43273,1.35E+05,0.43273,1.35E+05
0,0,0.44662,1.35E+05,0.44662,1.35E+05,0.44662,1.35E+05
0,0,0.46065,1.35E+05,0.46065,1.35E+05,0.46065,1.35E+05
0,0,0.4747,1.35E+05,0.4747,1.35E+05,0.4747,1.35E+05
0,0,0.48884,1.35E+05,0.48884,1.35E+05,0.48884,1.35E+05
0,0,0.50312,1.35E+05,0.50312,1.35E+05,0.50312,1.35E+05
0,0,0.51754,1.35E+05,0.51754,1.35E+05,0.51754,1.35E+05
0,0,0.53206,1.35E+05,0.53206,1.35E+05,0.53206,1.35E+05
0,0,0.54663,1.35E+05,0.54663,1.35E+05,0.54663,1.35E+05
0,0,0.5611,1.35E+05,0.5611,1.35E+05,0.5611,1.35E+05
0,0,0.57537,1.35E+05,0.57537,1.35E+05,0.57537,1.35E+05
0,0,0.58969,1.35E+05,0.58969,1.35E+05,0.58969,1.35E+05
0,0,0.60407,1.35E+05,0.60407,1.35E+05,0.60407,1.35E+05
0,0,0.61857,1.36E+05,0.61857,1.36E+05,0.61857,1.36E+05
0,0,0.63332,1.36E+05,0.63332,1.36E+05,0.63332,1.36E+05
0,0,0.64815,1.36E+05,0.64815,1.36E+05,0.64815,1.36E+05
0,0,0.66297,1.36E+05,0.66297,1.36E+05,0.66297,1.36E+05
0,0,0.67781,1.36E+05,0.67781,1.36E+05,0.67781,1.36E+05
0,0,0.69262,1.36E+05,0.69262,1.36E+05,0.69262,1.36E+05
0,0,0.70731,1.36E+05,0.70731,1.36E+05,0.70731,1.36E+05
0,0,0.72199,1.36E+05,0.72199,1.36E+05,0.72199,1.36E+05
0,0,0.73663,1.36E+05,0.73663,1.36E+05,0.73663,1.36E+05
0,0,0.75127,1.36E+05,0.75127,1.36E+05,0.75127,1.36E+05
0,0,0.76594,1.36E+05,0.76594,1.36E+05,0.76594,1.36E+05
0,0,0.78064,1.36E+05,0.78064,1.36E+05,0.78064,1.36E+05
0,0,0.79538,1.35E+05,0.79538,1.35E+05,0.79538,1.35E+05
0,0,0.81013,1.35E+05,0.81013,1.35E+05,0.81013,1.35E+05
0,0,0.82493,1.35E+05,0.82493,1.35E+05,0.82493,1.35E+05
0,0,0.83983,1.35E+05,0.83983,1.35E+05,0.83983,1.35E+05
0,0,0.85473,1.35E+05,0.85473,1.35E+05,0.85473,1.35E+05
0,0,0.86962,1.35E+05,0.86962,1.35E+05,0.86962,1.35E+05
0,0,0.88452,1.35E+05,0.88452,1.35E+05,0.88452,1.35E+05
0,0,0.89937,1.35E+05,0.89937,1.35E+05,0.89937,1.35E+05
0,0,0.91422,1.35E+05,0.91422,1.35E+05,0.91422,1.35E+05
0,0,0.9291,1.35E+05,0.9291,1.35E+05,0.9291,1.35E+05
0,0,0.94391,1.35E+05,0.94391,1.35E+05,0.94391,1.35E+05
0,0,0.95864,1.35E+05,0.95864,1.35E+05,0.95864,1.35E+05
0,0,0.97339,1.35E+05,0.97339,1.35E+05,0.97339,1.35E+05
0,0,0.98817,1.35E+05,0.98817,1.35E+05,0.98817,1.35E+05
0,0,1.003,1.35E+05,1.003,1.35E+05,1.003,1.35E+05
0,0,1.018,1.35E+05,1.018,1.35E+05,1.018,1.35E+05
0,0,1.033,1.35E+05,1.033,1.35E+05,1.033,1.35E+05
0,0,1.0479,1.35E+05,1.0479,1.35E+05,1.0479,1.35E+05
0,0,1.0629,1.35E+05,1.0629,1.35E+05,1.0629,1.35E+05
0,0,1.0778,1.35E+05,1.0778,1.35E+05,1.0778,1.35E+05
0,0,1.0929,1.35E+05,1.0929,1.35E+05,1.0929,1.35E+05
0,0,1.108,1.35E+05,1.108,1.35E+05,1.108,1.35E+05
0,0,1.123,1.35E+05,1.123,1.35E+05,1.123,1.35E+05
0,0,1.1379,1.35E+05,1.1379,1.35E+05,1.1379,1.35E+05
0,0,1.1527,1.35E+05,1.1527,1.35E+05,1.1527,1.35E+05
0,0,1.1676,1.35E+05,1.1676,1.35E+05,1.1676,1.35E+05
0,0,1.1826,1.35E+05,1.1826,1.35E+05,1.1826,1.35E+05
0,0,1.1976,1.35E+05,1.1976,1.35E+05,1.1976,1.35E+05
0,0,1.2125,1.35E+05,1.2125,1.35E+05,1.2125,1.35E+05
0,0,1.2274,1.35E+05,1.2274,1.35E+05,1.2274,1.35E+05
0,0,1.2423,1.35E+05,1.2423,1.35E+05,1.2423,1.35E+05
0,0,1.2573,1.35E+05,1.2573,1.35E+05,1.2573,1.35E+05
0,0,1.2722,1.35E+05,1.2722,1.35E+05,1.2722,1.35E+05
0,0,1.2871,1.35E+05,1.2871,1.35E+05,1.2871,1.35E+05
0,0,1.302,1.35E+05,1.302,1.35E+05,1.302,1.35E+05
0,0,1.3169,1.35E+05,1.3169,1.35E+05,1.3169,1.35E+05
0,0,1.3317,1.35E+05,1.3317,1.35E+05,1.3317,1.35E+05
0,0,1.3465,1.35E+05,1.3465,1.35E+05,1.3465,1.35E+05
0,0,1.3613,1.35E+05,1.3613,1.35E+05,1.3613,1.35E+05
0,0,1.3761,1.35E+05,1.3761,1.35E+05,1.3761,1.35E+05
0,0,1.391,1.35E+05,1.391,1.35E+05,1.391,1.35E+05
0,0,1.4059,1.35E+05,1.4059,1.35E+05,1.4059,1.35E+05
0,0,1.4208,1.35E+05,1.4208,1.35E+05,1.4208,1.35E+05
0,0,1.4356,1.35E+05,1.4356,1.35E+05,1.4356,1.35E+05
0,0,1.4504,1.35E+05,1.4504,1.35E+05,1.4504,1.35E+05
0,0,1.4652,1.35E+05,1.4652,1.35E+05,1.4652,1.35E+05
0,0,1.4799,1.35E+05,1.4799,1.35E+05,1.4799,1.35E+05
0,0,1.4946,1.35E+05,1.4946,1.35E+05,1.4946,1.35E+05
0,0,1.5093,1.35E+05,1.5093,1.35E+05,1.5093,1.35E+05
0,0,1.524,1.35E+05,1.524,1.35E+05,1.524,1.35E+05
0,0,1.5387,1.35E+05,1.5387,1.35E+05,1.5387,1.35E+05
0,0,1.5534,1.35E+05,1.5534,1.35E+05,1.5534,1.35E+05
0,0,1.568,1.35E+05,1.568,1.35E+05,1.568,1.35E+05
0,0,1.5826,1.35E+05,1.5826,1.35E+05,1.5826,1.35E+05
0,0,1.5972,1.35E+05,1.5972,1.35E+05,1.5972,1.35E+05
0,0,1.6118,1.35E+05,1.6118,1.35E+05,1.6118,1.35E+05
0,0,1.6264,1.35E+05,1.6264,1.35E+05,1.6264,1.35E+05
0,0,1.6409,1.35E+05,1.6409,1.35E+05,1.6409,1.35E+05
0,0,1.6554,1.35E+05,1.6554,1.35E+05,1.6554,1.35E+05
0,0,1.6699,1.35E+05,1.6699,1.35E+05,1.6699,1.35E+05
0,0,1.6844,1.35E+05,1.6844,1.35E+05,1.6844,1.35E+05
0,0,1.699,1.35E+05,1.699,1.35E+05,1.699,1.35E+05
0,0,1.7136,1.35E+05,1.7136,1.35E+05,1.7136,1.35E+05
0,0,1.7282,1.35E+05,1.7282,1.35E+05,1.7282,1.35E+05
0,0,1.7428,1.35E+05,1.7428,1.35E+05,1.7428,1.35E+05
0,0,1.7572,1.35E+05,1.7572,1.35E+05,1.7572,1.35E+05
0,0,1.7716,1.35E+05,1.7716,1.35E+05,1.7716,1.35E+05
0,0,1.7859,1.36E+05,1.7859,1.36E+05,1.7859,1.36E+05
0,0,1.8003,1.36E+05,1.8003,1.36E+05,1.8003,1.36E+05
0,0,1.8148,1.36E+05,1.8148,1.36E+05,1.8148,1.36E+05
0,0,1.8294,1.36E+05,1.8294,1.36E+05,1.8294,1.36E+05
0,0,1.844,1.36E+05,1.844,1.36E+05,1.844,1.36E+05
0,0,1.8586,1.36E+05,1.8586,1.36E+05,1.8586,1.36E+05
0,0,1.8729,1.36E+05,1.8729,1.36E+05,1.8729,1.36E+05
0,0,1.8871,1.36E+05,1.8871,1.36E+05,1.8871,1.36E+05
0,0,1.9013,1.36E+05,1.9013,1.36E+05,1.9013,1.36E+05
0,0,1.9153,1.36E+05,1.9153,1.36E+05,1.9153,1.36E+05
0,0,1.9295,1.36E+05,1.9295,1.36E+05,1.9295,1.36E+05
0,0,1.9436,1.36E+05,1.9436,1.36E+05,1.9436,1.36E+05
0,0,1.9579,1.36E+05,1.9579,1.36E+05,1.9579,1.36E+05
0,0,1.9721,1.36E+05,1.9721,1.36E+05,1.9721,1.36E+05
0,0,1.9863,1.36E+05,1.9863,1.36E+05,1.9863,1.36E+05
0,0,2.0005,1.36E+05,2.0005,1.36E+05,2.0005,1.36E+05
0,0,2.0147,1.37E+05,2.0147,1.37E+05,2.0147,1.37E+05
0,0,2.0289,1.37E+05,2.0289,1.37E+05,2.0289,1.37E+05
0,0,2.0431,1.37E+05,2.0431,1.37E+05,2.0431,1.37E+05
0,0,2.0572,1.37E+05,2.0572,1.37E+05,2.0572,1.37E+05
0,0,2.0712,1.37E+05,2.0712,1.37E+05,2.0712,1.37E+05
0,0,2.0851,1.37E+05,2.0851,1.37E+05,2.0851,1.37E+05
0,0,2.099,1.37E+05,2.099,1.37E+05,2.099,1.37E+05
0,0,2.113,1.37E+05,2.113,1.37E+05,2.113,1.37E+05
0,0,2.1272,1.37E+05,2.1272,1.37E+05,2.1272,1.37E+05
0,0,2.1414,1.37E+05,2.1414,1.37E+05,2.1414,1.37E+05
0,0,2.1555,1.37E+05,2.1555,1.37E+05,2.1555,1.37E+05
0,0,2.1694,1.37E+05,2.1694,1.37E+05,2.1694,1.37E+05
0,0,2.1833,1.38E+05,2.1833,1.38E+05,2.1833,1.38E+05
0,0,2.1972,1.38E+05,2.1972,1.38E+05,2.1972,1.38E+05
0,0,2.2113,1.38E+05,2.2113,1.38E+05,2.2113,1.38E+05
0,0,2.2254,1.38E+05,2.2254,1.38E+05,2.2254,1.38E+05
0,0,2.2393,1.38E+05,2.2393,1.38E+05,2.2393,1.38E+05
0,0,2.2532,1.38E+05,2.2532,1.38E+05,2.2532,1.38E+05
0,0,2.2672,1.38E+05,2.2672,1.38E+05,2.2672,1.38E+05
0,0,2.2811,1.38E+05,2.2811,1.38E+05,2.2811,1.38E+05
0,0,2.2951,1.38E+05,2.2951,1.38E+05,2.2951,1.38E+05
0,0,2.3091,1.38E+05,2.3091,1.38E+05,2.3091,1.38E+05
0,0,2.3229,1.39E+05,2.3229,1.39E+05,2.3229,1.39E+05
0,0,2.3367,1.39E+05,2.3367,1.39E+05,2.3367,1.39E+05
0,0,2.3507,1.39E+05,2.3507,1.39E+05,2.3507,1.39E+05
0,0,2.3647,1.39E+05,2.3647,1.39E+05,2.3647,1.39E+05
0,0,2.3787,1.39E+05,2.3787,1.39E+05,2.3787,1.39E+05
0,0,2.3927,1.39E+05,2.3927,1.39E+05,2.3927,1.39E+05
0,0,2.4065,1.39E+05,2.4065,1.39E+05,2.4065,1.39E+05
0,0,2.4204,1.39E+05,2.4204,1.39E+05,2.4204,1.39E+05
0,0,2.4343,1.39E+05,2.4343,1.39E+05,2.4343,1.39E+05
0,0,2.4485,1.40E+05,2.4485,1.40E+05,2.4485,1.40E+05
0,0,2.4627,1.40E+05,2.4627,1.40E+05,2.4627,1.40E+05
0,0,2.477,1.40E+05,2.477,1.40E+05,2.477,1.40E+05
0,0,2.4911,1.40E+05,2.4911,1.40E+05,2.4911,1.40E+05
0,0,2.5051,1.40E+05,2.5051,1.40E+05,2.5051,1.40E+05
0,0,2.5192,1.40E+05,2.5192,1.40E+05,2.5192,1.40E+05
0,0,2.5333,1.40E+05,2.5333,1.40E+05,2.5333,1.40E+05
0,0,2.5474,1.40E+05,2.5474,1.40E+05,2.5474,1.40E+05
0,0,2.5615,1.40E+05,2.5615,1.40E+05,2.5615,1.40E+05
0,0,2.5755,1.41E+05,2.5755,1.41E+05,2.5755,1.41E+05
0,0,2.5896,1.41E+05,2.5896,1.41E+05,2.5896,1.41E+05
0,0,2.6038,1.41E+05,2.6038,1.41E+05,2.6038,1.41E+05
0,0,2.6181,1.41E+05,2.6181,1.41E+05,2.6181,1.41E+05
0,0,2.6325,1.41E+05,2.6325,1.41E+05,2.6325,1.41E+05
0,0,2.6469,1.41E+05,2.6469,1.41E+05,2.6469,1.41E+05
0,0,2.6612,1.41E+05,2.6612,1.41E+05,2.6612,1.41E+05
0,0,2.6755,1.41E+05,2.6755,1.41E+05,2.6755,1.41E+05
0,0,2.6898,1.41E+05,2.6898,1.41E+05,2.6898,1.41E+05
0,0,2.7042,1.42E+05,2.7042,1.42E+05,2.7042,1.42E+05
0,0,2.7186,1.42E+05,2.7186,1.42E+05,2.7186,1.42E+05
0,0,2.7332,1.42E+05,2.7332,1.42E+05,2.7332,1.42E+05
0,0,2.7479,1.42E+05,2.7479,1.42E+05,2.7479,1.42E+05
0,0,2.7626,1.42E+05,2.7626,1.42E+05,2.7626,1.42E+05
0,0,2.7772,1.42E+05,2.7772,1.42E+05,2.7772,1.42E+05
0,0,2.7919,1.42E+05,2.7919,1.42E+05,2.7919,1.42E+05
0,0,2.8067,1.42E+05,2.8067,1.42E+05,2.8067,1.42E+05
0,0,2.8214,1.43E+05,2.8214,1.43E+05,2.8214,1.43E+05
0,0,2.8362,1.43E+05,2.8362,1.43E+05,2.8362,1.43E+05
0,0,2.8509,1.43E+05,2.8509,1.43E+05,2.8509,1.43E+05
0,0,2.8657,1.43E+05,2.8657,1.43E+05,2.8657,1.43E+05
0,0,2.8805,1.43E+05,2.8805,1.43E+05,2.8805,1.43E+05
0,0,2.8954,1.43E+05,2.8954,1.43E+05,2.8954,1.43E+05
0,0,2.9103,1.43E+05,2.9103,1.43E+05,2.9103,1.43E+05
