05_V_A_Ang,05_V_A_Mag,05_V_B_Ang,05_V_B_Mag,05_V_C_Ang,05_V_C_Mag,05_V_D_Ang,05_V_D_Mag
-1.0771,1.27E+05,-1.0771,1.27E+05,-1.0771,1.27E+05,-1.0771,1.27E+05
-1.0771,1.27E+05,-1.0771,1.27E+05,-1.0771,1.27E+05,-1.0771,1.27E+05
-1.0771,1.27E+05,-1.0771,1.27E+05,-1.0771,1.27E+05,-1.0771,1.27E+05
-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05
-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05
-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05
-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05,-1.0772,1.27E+05
-1.0774,1.27E+05,-1.0774,1.27E+05,-1.0774,1.27E+05,-1.0774,1.27E+05
-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05
-1.0777,1.27E+05,-1.0777,1.27E+05,-1.0777,1.27E+05,-1.0777,1.27E+05
-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05
-1.0774,1.27E+05,-1.0774,1.27E+05,-1.0774,1.27E+05,-1.0774,1.27E+05
-1.0773,1.27E+05,-1.0773,1.27E+05,-1.0773,1.27E+05,-1.0773,1.27E+05
-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05
-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05
-1.0785,1.27E+05,-1.0785,1.27E+05,-1.0785,1.27E+05,-1.0785,1.27E+05
-1.0786,1.27E+05,-1.0786,1.27E+05,-1.0786,1.27E+05,-1.0786,1.27E+05
-1.0783,1.27E+05,-1.0783,1.27E+05,-1.0783,1.27E+05,-1.0783,1.27E+05
-1.0778,1.27E+05,-1.0778,1.27E+05,-1.0778,1.27E+05,-1.0778,1.27E+05
-1.0775,1.27E+05,-1.0775,1.27E+05,-1.0775,1.27E+05,-1.0775,1.27E+05
-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05,-1.0776,1.27E+05
-1.0778,1.27E+05,-1.0778,1.27E+05,-1.0778,1.27E+05,-1.0778,1.27E+05
-1.078,1.27E+05,-1.078,1.27E+05,-1.078,1.27E+05,-1.078,1.27E+05
-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05
-1.078,1.27E+05,-1.078,1.27E+05,-1.078,1.27E+05,-1.078,1.27E+05
-1.078,1.27E+05,-1.078,1.27E+05,-1.078,1.27E+05,-1.078,1.27E+05
-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05
-1.0782,1.27E+05,-1.0782,1.27E+05,-1.0782,1.27E+05,-1.0782,1.27E+05
-1.0783,1.27E+05,-1.0783,1.27E+05,-1.0783,1.27E+05,-1.0783,1.27E+05
-1.0783,1.27E+05,-1.0783,1.27E+05,-1.0783,1.27E+05,-1.0783,1.27E+05
-1.0784,1.27E+05,-1.0784,1.27E+05,-1.0784,1.27E+05,-1.0784,1.27E+05
-1.0786,1.27E+05,-1.0786,1.27E+05,-1.0786,1.27E+05,-1.0786,1.27E+05
-1.0789,1.27E+05,-1.0789,1.27E+05,-1.0789,1.27E+05,-1.0789,1.27E+05
-1.0791,1.27E+05,-1.0791,1.27E+05,-1.0791,1.27E+05,-1.0791,1.27E+05
-1.079,1.27E+05,-1.079,1.27E+05,-1.079,1.27E+05,-1.079,1.27E+05
-1.0786,1.27E+05,-1.0786,1.27E+05,-1.0786,1.27E+05,-1.0786,1.27E+05
-1.0782,1.27E+05,-1.0782,1.27E+05,-1.0782,1.27E+05,-1.0782,1.27E+05
-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05,-1.0781,1.27E+05
-1.0782,1.27E+05,-1.0782,1.27E+05,-1.0782,1.27E+05,-1.0782,1.27E+05
-1.0785,1.27E+05,-1.0785,1.27E+05,-1.0785,1.27E+05,-1.0785,1.27E+05
-1.0788,1.27E+05,-1.0788,1.27E+05,-1.0788,1.27E+05,-1.0788,1.27E+05
-1.0788,1.27E+05,-1.0788,1.27E+05,-1.0788,1.27E+05,-1.0788,1.27E+05
-1.0787,1.27E+05,-1.0787,1.27E+05,-1.0787,1.27E+05,-1.0787,1.27E+05
-1.0787,1.27E+05,-1.0787,1.27E+05,-1.0787,1.27E+05,-1.0787,1.27E+05
-1.0788,1.27E+05,-1.0788,1.27E+05,-1.0788,1.27E+05,-1.0788,1.27E+05
-1.0791,1.27E+05,-1.0791,1.27E+05,-1.0791,1.27E+05,-1.0791,1.27E+05
-1.0793,1.27E+05,-1.0793,1.27E+05,-1.0793,1.27E+05,-1.0793,1.27E+05
-1.0793,1.27E+05,-1.0793,1.27E+05,-1.0793,1.27E+05,-1.0793,1.27E+05
-1.0792,1.27E+05,-1.0792,1.27E+05,-1.0792,1.27E+05,-1.0792,1.27E+05
-1.079,1.27E+05,-1.079,1.27E+05,-1.079,1.27E+05,-1.079,1.27E+05
-1.0791,1.27E+05,-1.0791,1.27E+05,-1.0791,1.27E+05,-1.0791,1.27E+05
-1.0792,1.27E+05,-1.0792,1.27E+05,-1.0792,1.27E+05,-1.0792,1.27E+05
-1.0794,1.27E+05,-1.0794,1.27E+05,-1.0794,1.27E+05,-1.0794,1.27E+05
-1.0796,1.27E+05,-1.0796,1.27E+05,-1.0796,1.27E+05,-1.0796,1.27E+05
-1.0795,1.27E+05,-1.0795,1.27E+05,-1.0795,1.27E+05,-1.0795,1.27E+05
-1.0794,1.27E+05,-1.0794,1.27E+05,-1.0794,1.27E+05,-1.0794,1.27E+05
-1.0794,1.27E+05,-1.0794,1.27E+05,0,0,-1.0794,1.27E+05
-1.0791,1.27E+05,-1.0791,1.27E+05,0,0,-1.0791,1.27E+05
-1.0784,1.27E+05,-1.0784,1.27E+05,0,0,-1.0784,1.27E+05
-1.0772,1.27E+05,-1.0772,1.27E+05,0,0,-1.0772,1.27E+05
-1.0753,1.27E+05,-1.0753,1.27E+05,0,0,-1.0753,1.27E+05
-1.0734,1.27E+05,-1.0734,1.27E+05,0,0,-1.0734,1.27E+05
-1.0717,1.27E+05,-1.0717,1.27E+05,0,0,-1.0717,1.27E+05
-1.0706,1.27E+05,-1.0706,1.27E+05,0,0,-1.0706,1.27E+05
-1.0701,1.27E+05,-1.0701,1.27E+05,0,0,-1.0701,1.27E+05
-1.07,1.27E+05,-1.07,1.27E+05,0,0,-1.07,1.27E+05
-1.0701,1.27E+05,-1.0701,1.27E+05,0,0,-1.0701,1.27E+05
-1.07,1.27E+05,-1.07,1.27E+05,0,0,-1.07,1.27E+05
-1.0699,1.27E+05,-1.0699,1.27E+05,0,0,-1.0699,1.27E+05
-1.0698,1.27E+05,-1.0698,1.27E+05,0,0,-1.0698,1.27E+05
-1.0696,1.27E+05,-1.0696,1.27E+05,0,0,-1.0696,1.27E+05
-1.0695,1.27E+05,-1.0695,1.27E+05,0,0,-1.0695,1.27E+05
-1.0695,1.27E+05,-1.0695,1.27E+05,0,0,-1.0695,1.27E+05
-1.0695,1.27E+05,-1.0695,1.27E+05,0,0,-1.0695,1.27E+05
-1.0696,1.27E+05,-1.0696,1.27E+05,0,0,-1.0696,1.27E+05
-1.0697,1.27E+05,-1.0697,1.27E+05,0,0,-1.0697,1.27E+05
-1.0697,1.27E+05,-1.0697,1.27E+05,0,0,-1.0697,1.27E+05
-1.0697,1.27E+05,-1.0697,1.27E+05,0,0,-1.0697,1.27E+05
-1.0697,1.27E+05,-1.0697,1.27E+05,0,0,-1.0697,1.27E+05
-1.0698,1.27E+05,-1.0698,1.27E+05,0,0,-1.0698,1.27E+05
-1.0699,1.27E+05,-1.0699,1.27E+05,0,0,-1.0699,1.27E+05
-1.0699,1.27E+05,-1.0699,1.27E+05,0,0,-1.0699,1.27E+05
-1.0697,1.27E+05,-1.0697,1.27E+05,0,0,-1.0697,1.27E+05
-1.0694,1.27E+05,-1.0694,1.27E+05,0,0,-1.0694,1.27E+05
-1.0691,1.27E+05,-1.0691,1.27E+05,0,0,-1.0691,1.27E+05
-1.0691,1.27E+05,-1.0691,1.27E+05,0,0,-1.0691,1.27E+05
-1.0693,1.27E+05,-1.0693,1.27E+05,0,0,-1.0693,1.27E+05
-1.0697,1.27E+05,-1.0697,1.27E+05,0,0,-1.0697,1.27E+05
-1.0701,1.27E+05,-1.0701,1.27E+05,0,0,-1.0701,1.27E+05
-1.0703,1.27E+05,-1.0703,1.27E+05,0,0,-1.0703,1.27E+05
-1.0702,1.27E+05,-1.0702,1.27E+05,0,0,-1.0702,1.27E+05
-1.0699,1.27E+05,-1.0699,1.27E+05,0,0,-1.0699,1.27E+05
-1.0696,1.27E+05,-1.0696,1.27E+05,0,0,-1.0696,1.27E+05
-1.0693,1.27E+05,-1.0693,1.27E+05,0,0,-1.0693,1.27E+05
-1.0691,1.27E+05,-1.0691,1.27E+05,0,0,-1.0691,1.27E+05
-1.069,1.27E+05,-1.069,1.27E+05,0,0,-1.069,1.27E+05
-1.0688,1.27E+05,-1.0688,1.27E+05,0,0,-1.0688,1.27E+05
-1.0687,1.27E+05,-1.0687,1.27E+05,0,0,-1.0687,1.27E+05
-1.0686,1.27E+05,-1.0686,1.27E+05,0,0,-1.0686,1.27E+05
-1.0686,1.27E+05,-1.0686,1.27E+05,0,0,-1.0686,1.27E+05
-1.0685,1.27E+05,-1.0685,1.27E+05,0,0,-1.0685,1.27E+05
-1.0684,1.27E+05,-1.0684,1.27E+05,0,0,-1.0684,1.27E+05
-1.0682,1.27E+05,-1.0682,1.27E+05,0,0,-1.0682,1.27E+05
-1.0681,1.27E+05,-1.0681,1.27E+05,0,0,-1.0681,1.27E+05
-1.068,1.27E+05,-1.068,1.27E+05,0,0,-1.068,1.27E+05
-1.0678,1.27E+05,-1.0678,1.27E+05,0,0,-1.0678,1.27E+05
-1.0675,1.27E+05,-1.0675,1.27E+05,0,0,-1.0675,1.27E+05
-1.0673,1.27E+05,-1.0673,1.27E+05,0,0,-1.0673,1.27E+05
-1.0671,1.27E+05,-1.0671,1.27E+05,0,0,-1.0671,1.27E+05
-1.067,1.27E+05,-1.067,1.27E+05,0,0,-1.067,1.27E+05
-1.067,1.27E+05,-1.067,1.27E+05,0,0,-1.067,1.27E+05
-1.0671,1.27E+05,-1.0671,1.27E+05,0,0,-1.0671,1.27E+05
-1.0672,1.27E+05,-1.0672,1.27E+05,0,0,-1.0672,1.27E+05
-1.0673,1.27E+05,-1.0673,1.27E+05,0,0,-1.0673,1.27E+05
-1.0673,1.27E+05,-1.0673,1.27E+05,0,0,-1.0673,1.27E+05
-1.0673,1.27E+05,-1.0673,1.27E+05,0,0,-1.0673,1.27E+05
-1.0672,1.27E+05,-1.0672,1.27E+05,0,0,-1.0672,1.27E+05
-1.0671,1.27E+05,-1.0671,1.27E+05,0,0,-1.0671,1.27E+05
-1.0671,1.27E+05,-1.0671,1.27E+05,0,0,-1.0671,1.27E+05
-1.067,1.27E+05,-1.067,1.27E+05,0,0,-1.067,1.27E+05
-1.0669,1.27E+05,-1.0669,1.27E+05,0,0,-1.0669,1.27E+05
-1.0668,1.27E+05,-1.0668,1.27E+05,0,0,-1.0668,1.27E+05
-1.0668,1.27E+05,-1.0668,1.27E+05,0,0,-1.0668,1.27E+05
-1.0668,1.27E+05,-1.0668,1.27E+05,0,0,-1.0668,1.27E+05
-1.0667,1.27E+05,-1.0667,1.27E+05,0,0,-1.0667,1.27E+05
-1.0666,1.27E+05,-1.0666,1.27E+05,0,0,-1.0666,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0663,1.27E+05,-1.0663,1.27E+05,0,0,-1.0663,1.27E+05
-1.0662,1.27E+05,-1.0662,1.27E+05,0,0,-1.0662,1.27E+05
-1.0661,1.27E+05,-1.0661,1.27E+05,0,0,-1.0661,1.27E+05
-1.066,1.27E+05,-1.066,1.27E+05,0,0,-1.066,1.27E+05
-1.066,1.27E+05,-1.066,1.27E+05,0,0,-1.066,1.27E+05
-1.066,1.27E+05,-1.066,1.27E+05,0,0,-1.066,1.27E+05
-1.0662,1.27E+05,-1.0662,1.27E+05,0,0,-1.0662,1.27E+05
-1.0662,1.27E+05,-1.0662,1.27E+05,0,0,-1.0662,1.27E+05
-1.0661,1.27E+05,-1.0661,1.27E+05,0,0,-1.0661,1.27E+05
-1.0659,1.27E+05,-1.0659,1.27E+05,0,0,-1.0659,1.27E+05
-1.0658,1.27E+05,-1.0658,1.27E+05,0,0,-1.0658,1.27E+05
-1.066,1.27E+05,-1.066,1.27E+05,0,0,-1.066,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0667,1.27E+05,-1.0667,1.27E+05,0,0,-1.0667,1.27E+05
-1.067,1.27E+05,-1.067,1.27E+05,0,0,-1.067,1.27E+05
-1.067,1.27E+05,-1.067,1.27E+05,0,0,-1.067,1.27E+05
-1.0668,1.27E+05,-1.0668,1.27E+05,0,0,-1.0668,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0663,1.27E+05,-1.0663,1.27E+05,0,0,-1.0663,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0666,1.27E+05,-1.0666,1.27E+05,0,0,-1.0666,1.27E+05
-1.0666,1.27E+05,-1.0666,1.27E+05,0,0,-1.0666,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0666,1.27E+05,-1.0666,1.27E+05,0,0,-1.0666,1.27E+05
-1.0667,1.27E+05,-1.0667,1.27E+05,0,0,-1.0667,1.27E+05
-1.0666,1.27E+05,-1.0666,1.27E+05,0,0,-1.0666,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0663,1.27E+05,-1.0663,1.27E+05,0,0,-1.0663,1.27E+05
-1.0663,1.27E+05,-1.0663,1.27E+05,0,0,-1.0663,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0667,1.27E+05,-1.0667,1.27E+05,0,0,-1.0667,1.27E+05
-1.0666,1.27E+05,-1.0666,1.27E+05,0,0,-1.0666,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0662,1.27E+05,-1.0662,1.27E+05,0,0,-1.0662,1.27E+05
-1.0661,1.27E+05,-1.0661,1.27E+05,0,0,-1.0661,1.27E+05
-1.0663,1.27E+05,-1.0663,1.27E+05,0,0,-1.0663,1.27E+05
-1.0664,1.27E+05,-1.0664,1.27E+05,0,0,-1.0664,1.27E+05
-1.0665,1.27E+05,-1.0665,1.27E+05,0,0,-1.0665,1.27E+05
-1.0666,1.27E+05,-1.0666,1.27E+05,0,0,-1.0666,1.27E+05
-0.66319,1.35E+05,-0.95032,1.24E+05,-0.95032,1.24E+05,-0.66319,1.35E+05
-0.66106,1.35E+05,-0.95099,1.24E+05,-0.95099,1.24E+05,-0.66106,1.35E+05
-0.65884,1.35E+05,-0.95153,1.24E+05,-0.95153,1.24E+05,-0.65884,1.35E+05
-0.65647,1.35E+05,-0.95234,1.24E+05,-0.95234,1.24E+05,-0.65647,1.35E+05
-0.65395,1.35E+05,-0.95376,1.24E+05,-0.95376,1.24E+05,-0.65395,1.35E+05
-0.65124,1.35E+05,-0.95566,1.24E+05,-0.95566,1.24E+05,-0.65124,1.35E+05
-0.64833,1.35E+05,-0.95771,1.24E+05,-0.95771,1.24E+05,-0.64833,1.35E+05
-0.6452,1.35E+05,-0.95968,1.24E+05,-0.95968,1.24E+05,-0.6452,1.35E+05
-0.64182,1.35E+05,-0.96149,1.24E+05,-0.96149,1.24E+05,-0.64182,1.35E+05
-0.63819,1.34E+05,-0.96348,1.24E+05,-0.96348,1.24E+05,-0.63819,1.34E+05
-0.63429,1.34E+05,-0.9659,1.24E+05,-0.9659,1.24E+05,-0.63429,1.34E+05
-0.6301,1.34E+05,-0.96868,1.24E+05,-0.96868,1.24E+05,-0.6301,1.34E+05
-0.62563,1.34E+05,-0.97177,1.24E+05,-0.97177,1.24E+05,-0.62563,1.34E+05
-0.62087,1.34E+05,-0.97487,1.24E+05,-0.97487,1.24E+05,-0.62087,1.34E+05
-0.6158,1.35E+05,-0.97777,1.24E+05,-0.97777,1.24E+05,-0.6158,1.35E+05
-0.61044,1.35E+05,-0.98042,1.24E+05,-0.98042,1.24E+05,-0.61044,1.35E+05
-0.60478,1.35E+05,-0.98288,1.24E+05,-0.98288,1.24E+05,-0.60478,1.35E+05
-0.59883,1.35E+05,-0.9853,1.24E+05,-0.9853,1.24E+05,-0.59883,1.35E+05
-0.59259,1.35E+05,-0.9881,1.24E+05,-0.9881,1.24E+05,-0.59259,1.35E+05
-0.58607,1.35E+05,-0.9915,1.24E+05,-0.9915,1.24E+05,-0.58607,1.35E+05
-0.57927,1.35E+05,-0.99522,1.24E+05,-0.99522,1.24E+05,-0.57927,1.35E+05
-0.5722,1.35E+05,-0.999,1.24E+05,-0.999,1.24E+05,-0.5722,1.35E+05
-0.56488,1.36E+05,-1.0025,1.24E+05,-1.0025,1.24E+05,-0.56488,1.36E+05
-0.55732,1.36E+05,-1.0057,1.24E+05,-1.0057,1.24E+05,-0.55732,1.36E+05
-0.54952,1.36E+05,-1.0092,1.24E+05,-1.0092,1.24E+05,-0.54952,1.36E+05
-0.54151,1.36E+05,-1.0131,1.24E+05,-1.0131,1.24E+05,-0.54151,1.36E+05
-0.53328,1.36E+05,-1.0173,1.24E+05,-1.0173,1.24E+05,-0.53328,1.36E+05
-0.52486,1.37E+05,-1.0218,1.24E+05,-1.0218,1.24E+05,-0.52486,1.37E+05
-0.51626,1.37E+05,-1.0262,1.24E+05,-1.0262,1.24E+05,-0.51626,1.37E+05
-0.50749,1.37E+05,-1.0302,1.24E+05,-1.0302,1.24E+05,-0.50749,1.37E+05
-0.49856,1.38E+05,-1.0343,1.24E+05,-1.0343,1.24E+05,-0.49856,1.38E+05
-0.48949,1.38E+05,-1.0381,1.24E+05,-1.0381,1.24E+05,-0.48949,1.38E+05
-0.48028,1.38E+05,-1.0418,1.24E+05,-1.0418,1.24E+05,-0.48028,1.38E+05
-0.47094,1.38E+05,-1.0458,1.24E+05,-1.0458,1.24E+05,-0.47094,1.38E+05
-0.46149,1.39E+05,-1.05,1.24E+05,-1.05,1.24E+05,-0.46149,1.39E+05
-0.45192,1.39E+05,-1.0544,1.24E+05,-1.0544,1.24E+05,-0.45192,1.39E+05
-0.44225,1.39E+05,-1.0589,1.24E+05,-1.0589,1.24E+05,-0.44225,1.39E+05
-0.43248,1.39E+05,-1.0633,1.24E+05,-1.0633,1.24E+05,-0.43248,1.39E+05
-0.42262,1.39E+05,-1.0676,1.24E+05,-1.0676,1.24E+05,-0.42262,1.39E+05
-0.41267,1.40E+05,-1.072,1.24E+05,-1.072,1.24E+05,-0.41267,1.40E+05
-0.40264,1.40E+05,-1.0765,1.24E+05,-1.0765,1.24E+05,-0.40264,1.40E+05
-0.39253,1.40E+05,-1.0809,1.24E+05,-1.0809,1.24E+05,-0.39253,1.40E+05
-0.38234,1.40E+05,-1.0851,1.24E+05,-1.0851,1.24E+05,-0.38234,1.40E+05
-0.37207,1.41E+05,-1.0892,1.24E+05,-1.0892,1.24E+05,-0.37207,1.41E+05
-0.36174,1.41E+05,-1.0933,1.24E+05,-1.0933,1.24E+05,-0.36174,1.41E+05
-0.35133,1.41E+05,-1.0977,1.23E+05,-1.0977,1.23E+05,-0.35133,1.41E+05
-0.34084,1.41E+05,-1.1022,1.23E+05,-1.1022,1.23E+05,-0.34084,1.41E+05
-0.33029,1.41E+05,-1.1068,1.23E+05,-1.1068,1.23E+05,-0.33029,1.41E+05
-0.31966,1.41E+05,-1.1113,1.23E+05,-1.1113,1.23E+05,-0.31966,1.41E+05
-0.30896,1.41E+05,-1.1155,1.23E+05,-1.1155,1.23E+05,-0.30896,1.41E+05
-0.29818,1.42E+05,-1.1197,1.23E+05,-1.1197,1.23E+05,-0.29818,1.42E+05
-0.28732,1.42E+05,-1.1243,1.23E+05,-1.1243,1.23E+05,-0.28732,1.42E+05
-0.27638,1.42E+05,-1.129,1.23E+05,-1.129,1.23E+05,-0.27638,1.42E+05
-0.26537,1.42E+05,-1.134,1.23E+05,-1.134,1.23E+05,-0.26537,1.42E+05
-0.25427,1.42E+05,-1.1389,1.23E+05,-1.1389,1.23E+05,-0.25427,1.42E+05
-0.24308,1.42E+05,-1.1434,1.23E+05,-1.1434,1.23E+05,-0.24308,1.42E+05
-0.23181,1.42E+05,-1.1476,1.23E+05,-1.1476,1.23E+05,-0.23181,1.42E+05
-0.22044,1.42E+05,-1.1516,1.24E+05,-1.1516,1.24E+05,-0.22044,1.42E+05
-0.20899,1.43E+05,-1.1556,1.24E+05,-1.1556,1.24E+05,-0.20899,1.43E+05
-0.19743,1.43E+05,-1.16,1.23E+05,-1.16,1.23E+05,-0.19743,1.43E+05
-0.18579,1.43E+05,-1.1647,1.23E+05,-1.1647,1.23E+05,-0.18579,1.43E+05
-0.17404,1.43E+05,-1.1696,1.23E+05,-1.1696,1.23E+05,-0.17404,1.43E+05
-0.16219,1.43E+05,-1.1745,1.23E+05,-1.1745,1.23E+05,-0.16219,1.43E+05
-0.15024,1.43E+05,-1.1793,1.23E+05,-1.1793,1.23E+05,-0.15024,1.43E+05
-0.13819,1.43E+05,-1.1838,1.23E+05,-1.1838,1.23E+05,-0.13819,1.43E+05
-0.12603,1.43E+05,-1.188,1.23E+05,-1.188,1.23E+05,-0.12603,1.43E+05
-0.11376,1.43E+05,-1.1921,1.23E+05,-1.1921,1.23E+05,-0.11376,1.43E+05
-0.10139,1.43E+05,-1.1964,1.23E+05,-1.1964,1.23E+05,-0.10139,1.43E+05
-0.088906,1.43E+05,-1.2011,1.23E+05,-1.2011,1.23E+05,-0.088906,1.43E+05
-0.076314,1.44E+05,-1.2061,1.23E+05,-1.2061,1.23E+05,-0.076314,1.44E+05
-0.063613,1.44E+05,-1.2112,1.23E+05,-1.2112,1.23E+05,-0.063613,1.44E+05
-0.050802,1.44E+05,-1.2161,1.23E+05,-1.2161,1.23E+05,-0.050802,1.44E+05
-0.037881,1.44E+05,-1.2208,1.23E+05,-1.2208,1.23E+05,-0.037881,1.44E+05
-0.02485,1.44E+05,-1.2252,1.23E+05,-1.2252,1.23E+05,-0.02485,1.44E+05
-0.01171,1.44E+05,-1.2294,1.23E+05,-1.2294,1.23E+05,-0.01171,1.44E+05
0.0015385,1.44E+05,-1.2338,1.23E+05,-1.2338,1.23E+05,0.0015385,1.44E+05
0.014896,1.44E+05,-1.2382,1.23E+05,-1.2382,1.23E+05,0.014896,1.44E+05
0.02836,1.44E+05,-1.2427,1.23E+05,-1.2427,1.23E+05,0.02836,1.44E+05
0.041931,1.44E+05,-1.2473,1.23E+05,-1.2473,1.23E+05,0.041931,1.44E+05
0.055608,1.44E+05,-1.252,1.23E+05,-1.252,1.23E+05,0.055608,1.44E+05
0.069389,1.45E+05,-1.2569,1.23E+05,-1.2569,1.23E+05,0.069389,1.45E+05
0.083273,1.45E+05,-1.2618,1.23E+05,-1.2618,1.23E+05,0.083273,1.45E+05
0.097259,1.45E+05,-1.2666,1.23E+05,-1.2666,1.23E+05,0.097259,1.45E+05
0.11134,1.45E+05,-1.2712,1.23E+05,-1.2712,1.23E+05,0.11134,1.45E+05
0.12553,1.45E+05,-1.2756,1.23E+05,-1.2756,1.23E+05,0.12553,1.45E+05
0.13981,1.45E+05,-1.28,1.23E+05,-1.28,1.23E+05,0.13981,1.45E+05
0.15419,1.45E+05,-1.2847,1.23E+05,-1.2847,1.23E+05,0.15419,1.45E+05
0.16866,1.45E+05,-1.2897,1.23E+05,-1.2897,1.23E+05,0.16866,1.45E+05
0.19788,1.46E+05,-1.3,1.23E+05,-1.3,1.23E+05,0.19788,1.46E+05
0.21263,1.46E+05,-1.3049,1.23E+05,-1.3049,1.23E+05,0.21263,1.46E+05
0.22747,1.46E+05,-1.3096,1.23E+05,-1.3096,1.23E+05,0.22747,1.46E+05
0.24239,1.46E+05,-1.3139,1.23E+05,-1.3139,1.23E+05,0.24239,1.46E+05
0.25739,1.46E+05,-1.3181,1.23E+05,-1.3181,1.23E+05,0.25739,1.46E+05
0.27249,1.46E+05,-1.3224,1.23E+05,-1.3224,1.23E+05,0.27249,1.46E+05
0.28766,1.46E+05,-1.3268,1.23E+05,-1.3268,1.23E+05,0.28766,1.46E+05
0.30292,1.46E+05,-1.3314,1.23E+05,-1.3314,1.23E+05,0.30292,1.46E+05
0.31825,1.46E+05,-1.3363,1.23E+05,-1.3363,1.23E+05,0.31825,1.46E+05
0.33367,1.46E+05,-1.3412,1.23E+05,-1.3412,1.23E+05,0.33367,1.46E+05
0.34916,1.47E+05,-1.3461,1.23E+05,-1.3461,1.23E+05,0.34916,1.47E+05
0.36473,1.47E+05,-1.351,1.23E+05,-1.351,1.23E+05,0.36473,1.47E+05
0.38038,1.47E+05,-1.3558,1.23E+05,-1.3558,1.23E+05,0.38038,1.47E+05
0.3961,1.47E+05,-1.3605,1.23E+05,-1.3605,1.23E+05,0.3961,1.47E+05
0.4119,1.47E+05,-1.3655,1.23E+05,-1.3655,1.23E+05,0.4119,1.47E+05
0.42777,1.47E+05,-1.3706,1.23E+05,-1.3706,1.23E+05,0.42777,1.47E+05
0.44371,1.47E+05,-1.3757,1.23E+05,-1.3757,1.23E+05,0.44371,1.47E+05
0.45973,1.47E+05,-1.3805,1.23E+05,-1.3805,1.23E+05,0.45973,1.47E+05
0.47582,1.47E+05,-1.3851,1.23E+05,-1.3851,1.23E+05,0.47582,1.47E+05
0.49197,1.47E+05,-1.3895,1.23E+05,-1.3895,1.23E+05,0.49197,1.47E+05
0.5082,1.47E+05,-1.3941,1.23E+05,-1.3941,1.23E+05,0.5082,1.47E+05
0.5245,1.48E+05,-1.3989,1.23E+05,-1.3989,1.23E+05,0.5245,1.48E+05
0.54087,1.48E+05,-1.4036,1.23E+05,-1.4036,1.23E+05,0.54087,1.48E+05
0.55731,1.48E+05,-1.4082,1.23E+05,-1.4082,1.23E+05,0.55731,1.48E+05
0.57381,1.48E+05,-1.4127,1.23E+05,-1.4127,1.23E+05,0.57381,1.48E+05
0.59039,1.48E+05,-1.4173,1.23E+05,-1.4173,1.23E+05,0.59039,1.48E+05
0.60703,1.48E+05,-1.4222,1.22E+05,-1.4222,1.22E+05,0.60703,1.48E+05
0.62374,1.48E+05,-1.4274,1.22E+05,-1.4274,1.22E+05,0.62374,1.48E+05
0.64052,1.48E+05,-1.4326,1.22E+05,-1.4326,1.22E+05,0.64052,1.48E+05
