-0.57334,1.2696e+05,-0.57334,1.2696e+05,-0.57334,1.2696e+05,-0.57334,1.2696e+05
-0.57207,1.2695e+05,-0.57207,1.2695e+05,-0.57207,1.2695e+05,-0.57207,1.2695e+05
-0.57085,1.2694e+05,-0.57085,1.2694e+05,-0.57085,1.2694e+05,-0.57085,1.2694e+05
-0.56967,1.2693e+05,-0.56967,1.2693e+05,-0.56967,1.2693e+05,-0.56967,1.2693e+05
-0.56849,1.2692e+05,-0.56849,1.2692e+05,-0.56849,1.2692e+05,-0.56849,1.2692e+05
-0.5673,1.269e+05,-0.5673,1.269e+05,-0.5673,1.269e+05,-0.5673,1.269e+05
-0.56615,1.2688e+05,-0.56615,1.2688e+05,-0.56615,1.2688e+05,-0.56615,1.2688e+05
-0.56499,1.2687e+05,-0.56499,1.2687e+05,-0.56499,1.2687e+05,-0.56499,1.2687e+05
-0.56379,1.2688e+05,-0.56379,1.2688e+05,-0.56379,1.2688e+05,-0.56379,1.2688e+05
-0.5625,1.269e+05,-0.5625,1.269e+05,-0.5625,1.269e+05,-0.5625,1.269e+05
-0.56121,1.2691e+05,-0.56121,1.2691e+05,-0.56121,1.2691e+05,-0.56121,1.2691e+05
-0.56,1.2692e+05,-0.56,1.2692e+05,-0.56,1.2692e+05,-0.56,1.2692e+05
-0.55885,1.2693e+05,-0.55885,1.2693e+05,-0.55885,1.2693e+05,-0.55885,1.2693e+05
-0.5577,1.2694e+05,-0.5577,1.2694e+05,-0.5577,1.2694e+05,-0.5577,1.2694e+05
-0.55647,1.2695e+05,-0.55647,1.2695e+05,-0.55647,1.2695e+05,-0.55647,1.2695e+05
-0.55514,1.2695e+05,-0.55514,1.2695e+05,-0.55514,1.2695e+05,-0.55514,1.2695e+05
-0.55385,1.2693e+05,-0.55385,1.2693e+05,-0.55385,1.2693e+05,-0.55385,1.2693e+05
-0.5526,1.2692e+05,-0.5526,1.2692e+05,-0.5526,1.2692e+05,-0.5526,1.2692e+05
-0.55144,1.2691e+05,-0.55144,1.2691e+05,-0.55144,1.2691e+05,-0.55144,1.2691e+05
-0.55028,1.2692e+05,-0.55028,1.2692e+05,-0.55028,1.2692e+05,-0.55028,1.2692e+05
-0.54901,1.2693e+05,-0.54901,1.2693e+05,-0.54901,1.2693e+05,-0.54901,1.2693e+05
-0.54772,1.2692e+05,-0.54772,1.2692e+05,-0.54772,1.2692e+05,-0.54772,1.2692e+05
-0.54642,1.2692e+05,-0.54642,1.2692e+05,-0.54642,1.2692e+05,-0.54642,1.2692e+05
-0.54514,1.269e+05,-0.54514,1.269e+05,-0.54514,1.269e+05,-0.54514,1.269e+05
-0.54394,1.2688e+05,-0.54394,1.2688e+05,-0.54394,1.2688e+05,-0.54394,1.2688e+05
-0.54278,1.2686e+05,-0.54278,1.2686e+05,-0.54278,1.2686e+05,-0.54278,1.2686e+05
-0.54165,1.2685e+05,-0.54165,1.2685e+05,-0.54165,1.2685e+05,-0.54165,1.2685e+05
-0.54055,1.2685e+05,-0.54055,1.2685e+05,-0.54055,1.2685e+05,-0.54055,1.2685e+05
-0.53944,1.2686e+05,-0.53944,1.2686e+05,-0.53944,1.2686e+05,-0.53944,1.2686e+05
-0.53826,1.2687e+05,-0.53826,1.2687e+05,-0.53826,1.2687e+05,-0.53826,1.2687e+05
-0.53705,1.2689e+05,-0.53705,1.2689e+05,-0.53705,1.2689e+05,-0.53705,1.2689e+05
-0.53582,1.2691e+05,-0.53582,1.2691e+05,-0.53582,1.2691e+05,-0.53582,1.2691e+05
-0.53459,1.2692e+05,-0.53459,1.2692e+05,-0.53459,1.2692e+05,-0.53459,1.2692e+05
-0.53335,1.2693e+05,-0.53335,1.2693e+05,-0.53335,1.2693e+05,-0.53335,1.2693e+05
-0.53209,1.2694e+05,-0.53209,1.2694e+05,-0.53209,1.2694e+05,-0.53209,1.2694e+05
-0.53077,1.2695e+05,-0.53077,1.2695e+05,-0.53077,1.2695e+05,-0.53077,1.2695e+05
-0.52948,1.2694e+05,-0.52948,1.2694e+05,-0.52948,1.2694e+05,-0.52948,1.2694e+05
-0.52834,1.2693e+05,-0.52834,1.2693e+05,-0.52834,1.2693e+05,-0.52834,1.2693e+05
-0.52725,1.2693e+05,-0.52725,1.2693e+05,-0.52725,1.2693e+05,-0.52725,1.2693e+05
-0.52615,1.2693e+05,-0.52615,1.2693e+05,-0.52615,1.2693e+05,-0.52615,1.2693e+05
-0.52498,1.2694e+05,-0.52498,1.2694e+05,-0.52498,1.2694e+05,-0.52498,1.2694e+05
-0.52373,1.2693e+05,-0.52373,1.2693e+05,-0.52373,1.2693e+05,-0.52373,1.2693e+05
-0.52253,1.2692e+05,-0.52253,1.2692e+05,-0.52253,1.2692e+05,-0.52253,1.2692e+05
-0.52144,1.2691e+05,-0.52144,1.2691e+05,-0.52144,1.2691e+05,-0.52144,1.2691e+05
-0.52041,1.2691e+05,-0.52041,1.2691e+05,-0.52041,1.2691e+05,-0.52041,1.2691e+05
-0.51926,1.2692e+05,-0.51926,1.2692e+05,-0.51926,1.2692e+05,-0.51926,1.2692e+05
-0.51795,1.2694e+05,-0.51795,1.2694e+05,-0.51795,1.2694e+05,-0.51795,1.2694e+05
-0.51652,1.2695e+05,-0.51652,1.2695e+05,-0.51652,1.2695e+05,-0.51652,1.2695e+05
-0.51512,1.2693e+05,-0.51512,1.2693e+05,-0.51512,1.2693e+05,-0.51512,1.2693e+05
-0.51397,1.269e+05,-0.51397,1.269e+05,-0.51397,1.269e+05,-0.51397,1.269e+05
-0.51295,1.2688e+05,-0.51295,1.2688e+05,-0.51295,1.2688e+05,-0.51295,1.2688e+05
-0.51189,1.2688e+05,-0.51189,1.2688e+05,-0.51189,1.2688e+05,-0.51189,1.2688e+05
-0.51067,1.2691e+05,-0.51067,1.2691e+05,-0.51067,1.2691e+05,-0.51067,1.2691e+05
-0.50923,1.2693e+05,-0.50923,1.2693e+05,-0.50923,1.2693e+05,-0.50923,1.2693e+05
-0.50782,1.2694e+05,-0.50782,1.2694e+05,-0.50782,1.2694e+05,-0.50782,1.2694e+05
-0.50655,1.2694e+05,-0.50655,1.2694e+05,-0.50655,1.2694e+05,-0.50655,1.2694e+05
-0.50541,1.2694e+05,-0.50541,1.2694e+05,-0.50541,1.2694e+05,-0.50541,1.2694e+05
-0.50427,1.2694e+05,-0.50427,1.2694e+05,-0.50427,1.2694e+05,-0.50427,1.2694e+05
-0.50305,1.2693e+05,-0.50305,1.2693e+05,-0.50305,1.2693e+05,-0.50305,1.2693e+05
-0.50186,1.2692e+05,-0.50186,1.2692e+05,-0.50186,1.2692e+05,-0.50186,1.2692e+05
-0.50077,1.2689e+05,-0.50077,1.2689e+05,-0.50077,1.2689e+05,-0.50077,1.2689e+05
